settlment_name,koatuu,lat,lng,oblast_name,settlment_type,rajon_name
Брідок,0523780801,29.517809092881723,48.58521862433987,Вінницька,село,Теплицький
Буди,0524180601,29.234364890505304,48.471059760021475,Вінницька,село,Тростянецький
Василівка,0525082202,29.28148663976697,48.25158153866534,Вінницька,село,Чечельницький
Брагинці,7421180801,32.9671804809431,50.53020460427556,Чернігівська,село,Варвинський
Браниця,7420681201,31.388776658305698,50.82596005662664,Чернігівська,село,Бобровицький
Бреч,7422481501,32.34221426809585,51.73793329167024,Чернігівська,село,Корюківський
Бригинці,7422081501,31.129160658759584,50.84600981805822,Чернігівська,село,Козелецький
Брусилів,7425583503,31.514170194997337,51.54323596454285,Чернігівська,село,Чернігівський
Івонівка,0522688002,28.048048127698017,48.36688851013191,Вінницька,село,Могилів-Подільський
Івонівці,0524583203,28.58542739165793,48.90665881194042,Вінницька,село,Тиврівський
Краснопілка,0520882803,29.72059137495887,48.80188851303142,Вінницька,село,Гайсинський
Красносілка,0520482403,29.623427145951073,48.503924004718286,Вінницька,село,Бершадський
Красносілка,0521984201,28.835042820320908,48.33874259522212,Вінницька,село,Крижопільський
Краснянка,0524583401,28.33874554239335,48.863519290718294,Вінницька,село,Тиврівський
Голинчинці,0525380801,28.390960701684676,48.669652127805556,Вінницька,село,Шаргородський
Головеньки,0523082501,28.84783341836437,49.02687713640673,Вінницька,село,Немирівський
Дубмаслівка,0523080203,28.782974116247022,49.03267606190274,Вінницька,село,Немирівський
Дубова,0521080803,27.91824855579798,49.20227484610526,Вінницька,село,Жмеринський
Дубовець,0523084602,28.727973253702018,49.056419928676334,Вінницька,село,Немирівський
Городниця,0523084202,28.982140237128828,48.88976974059625,Вінницька,село,Немирівський
Городок,0521281603,29.529504024850713,48.9541501262137,Вінницька,село,Іллінецький
Горяни,0520282809,27.81563752509419,49.15988516092913,Вінницька,село,Барський
Гостинне,0523085402,28.743836658842895,49.004835664562535,Вінницька,село,Немирівський
Грабарівка,0522685802,27.73070980548094,48.54133041027638,Вінницька,село,Могилів-Подільський
Грабарівка,0523281101,28.642189693302566,48.16690940991301,Вінницька,село,Піщанський
Грабовець,0523082801,28.99515194320402,48.82112627179327,Вінницька,село,Немирівський
Бубнівщина,7424181201,32.27942489760159,50.403303629532715,Чернігівська,село,Прилуцький
Буглаки,7420687202,31.64701057910328,50.75377393716353,Чернігівська,село,Бобровицький
Бугринівка,7423685802,33.03201613192584,51.98462439605469,Чернігівська,село,Новгород-Сіверський
Аршуки,7423689302,33.10653375250074,52.13620343873877,Чернігівська,село,Новгород-Сіверський
Кремінне,0522683601,27.60067229845329,48.463905485329036,Вінницька,село,Могилів-Подільський
Кривохижинці,0522882502,27.557683756892406,48.80688388252763,Вінницька,село,Мурованокуриловецький
Воробіївка,0523081401,28.67737628594198,48.92164380399116,Вінницька,село,Немирівський
Воронівці,0522880403,27.43254420507141,48.83493510967903,Вінницька,село,Мурованокуриловецький
Воронівці,0524887402,28.17362815073304,49.667693813994866,Вінницька,село,Хмільницький
Ворошилівка,0524581801,28.332570038312618,49.04443937855672,Вінницька,село,Тиврівський
Дубові Махаринці,0521481603,28.959786937695526,49.63143198034265,Вінницька,село,Козятинський
Думенки,0524884504,27.798932827846176,49.52262163043386,Вінницька,село,Хмільницький
Дяківка,0520481803,29.923012790317696,48.47652255532984,Вінницька,село,Бершадський
Каришків,0520282003,27.898720400860626,48.82117572127294,Вінницька,село,Барський
Кармалюкове,0521082603,27.953812157584526,49.15208594230727,Вінницька,село,Жмеринський
Касянівка,0523983804,28.660038469523574,48.61852580300083,Вінницька,село,Томашпільський
Каташин,0525083201,29.284718488127876,48.31866155138252,Вінницька,село,Чечельницький
Журавлівка,0520281603,27.581620527313213,49.015032856872125,Вінницька,село,Барський
Журавлівка,0524381001,28.721832394699284,48.64034201833525,Вінницька,село,Тульчинський
Журавне,0522482801,28.180937675253574,49.50544389148809,Вінницька,село,Літинський
Журбинці,0521482003,28.955686389630106,49.6532231576136,Вінницька,село,Козятинський
Заболотне,0521982601,28.903721569680943,48.42734087870162,Вінницька,село,Крижопільський
Забужжя,0523082003,28.770663244026473,48.87897155347003,Вінницька,село,Немирівський
Аткильня,7424455401,31.199808739889612,52.00047161184591,Чернігівська,село,Ріпкинський
Атюша,7422280501,32.9934608105929,51.420658043396514,Чернігівська,село,Коропський
Бабарики,7422086502,30.985980579828848,50.90884082562805,Чернігівська,село,Козелецький
Бажанівка,7424180302,31.94748912533897,50.68053332235695,Чернігівська,село,Прилуцький
Бакаївка,7421780801,32.14182036885767,50.88716153737943,Чернігівська,село,Ічнянський
Бакланова Муравійка,7422780501,31.448065668198986,51.411320724851755,Чернігівська,село,Куликівський
Бакланове,7423385202,32.050868180190605,51.05568131095761,Чернігівська,село,Ніжинський
Воскодавинці,0521481201,28.972466972036518,49.53458799991894,Вінницька,село,Козятинський
Вугли,0524884502,27.8877919125029,49.52259175695459,Вінницька,село,Хмільницький
Дзигівка,0525682201,28.317514290263546,48.35977342921307,Вінницька,село,Ямпільський
Дзюброве,0525682202,28.267969167234668,48.32936673125204,Вінницька,село,Ямпільський
Дзюньків,0523481801,29.441021715072477,49.45771537055409,Вінницька,село,Погребищенський
Дібровинці,0523182202,29.349841234753832,49.099960113160314,Вінницька,село,Оратівський
Кацмазів,0521082803,27.940119752297758,48.90027796865787,Вінницька,село,Жмеринський
Качанівка,0524882701,27.89421570335066,49.638263190916355,Вінницька,село,Хмільницький
Качківка,0525682801,28.45876846208525,48.2869271413398,Вінницька,село,Ямпільський
Глибочанське,0524181202,29.398693566208927,48.522740146596576,Вінницька,селище,Тростянецький
Довжок,0524184802,29.058629704888286,48.459211202049374,Вінницька,селище,Тростянецький
Дубина,0524180602,29.27371206607547,48.44593177773399,Вінницька,селище,Тростянецький
Зелений Довжок,0524184803,29.016238757677755,48.45816041980294,Вінницька,селище,Тростянецький
Кавкули,0520485306,29.85876176549121,48.43421620935987,Вінницька,селище,Бершадський
Козацьке,0523280603,29.02273576207573,48.146191361600295,Вінницька,селище,Піщанський
Кліщів,0524582802,28.56226658068454,49.00899998807503,Вінницька,село,Тиврівський
Кобелецьке,0524582203,28.30318080989875,48.935098083600394,Вінницька,село,Тиврівський
Кобильня,0522282602,28.75036516260982,49.29446411514322,Вінницька,село,Липовецький
Кожанка,0523182001,29.276775929961318,49.29920693937106,Вінницька,село,Оратівський
Кожухів,0522483401,27.932129461895183,49.45782095418295,Вінницька,село,Літинський
Кожухівка,0523786203,29.892106711564082,48.67673587037067,Вінницька,село,Теплицький
Козаківка,0523089403,28.75901964546596,49.03069685018652,Вінницька,село,Немирівський
Козарівка,0520283503,27.500173825114203,49.06167311961763,Вінницька,село,Барський
Баляси,7422486502,32.341621533220575,51.99666271689953,Чернігівська,село,Корюківський
Барабанівське,7421481602,31.396081091066716,52.04223226884652,Чернігівська,село,Городнянський
Баранівка,7424784502,32.30184719733727,52.06430614098784,Чернігівська,село,Семенівський
Барбурське,7421787602,32.211123043487305,50.997318951171266,Чернігівська,село,Ічнянський
Барвінкове,7421788503,32.75107022305506,50.76650385727543,Чернігівська,село,Ічнянський
Бахани,7424487202,30.854845345107112,51.75998035001214,Чернігівська,село,Ріпкинський
Безбородьків,7421782002,32.2501761977248,50.93051467581092,Чернігівська,село,Ічнянський
Дівочина,0523184702,29.711543102317936,49.12352527727219,Вінницька,село,Оратівський
Івча,0522483201,28.043620146621663,49.410934553238704,Вінницька,село,Літинський
Іллівка,0521984402,28.932967515090898,48.337069759542686,Вінницька,село,Крижопільський
Іллінецьке,0521282603,29.21020502984424,49.17886538293,Вінницька,село,Іллінецький
Ілляшівка,0524181801,28.959681441264305,48.54254706256555,Вінницька,село,Тростянецький
Ільківка,0520682203,28.292497325177447,49.1438456859311,Вінницька,село,Вінницький
Іракліївка,0522682802,27.63862904580651,48.62481117323865,Вінницька,село,Могилів-Подільський
Коржів,0523084203,29.008893798230055,48.856570139618356,Вінницька,селище,Немирівський
Ленінка,0523786902,29.799721582760167,48.547753620047665,Вінницька,селище,Теплицький
Маркове,0524355302,29.00990936640079,48.6151732444061,Вінницька,селище,Тульчинський
Мельники,0520283206,27.862715022841613,49.05974383513236,Вінницька,село,Барський
Партизанське,0520483609,29.709190327750235,48.29463963231989,Вінницька,селище,Бершадський
Улянівка,0524382202,29.141899545947414,48.61031505067369,Вінницька,селище,Тульчинський
Голодьки,0524881501,27.97443548160627,49.52175127029118,Вінницька,село,Хмільницький
Голубече,0521980801,28.844397818845376,48.36780454443446,Вінницька,село,Крижопільський
Голубівка,0520282406,27.667776849139234,48.9853313387377,Вінницька,село,Барський
Велика Киріївка,0520480903,29.61770166358272,48.37710330006585,Вінницька,село,Бершадський
Велика Мочулка,0523781301,29.587801161285284,48.63572031036071,Вінницька,село,Теплицький
Вербівка,0525381203,28.354626154099698,48.70080314518342,Вінницька,село,Шаргородський
Вербка,0525082201,29.269892450645635,48.21338521351853,Вінницька,село,Чечельницький
Верхівка,0524180801,29.164155282681104,48.44238635437416,Вінницька,село,Тростянецький
Безводівка,7421710102,32.50143535794202,50.84636945587818,Чернігівська,село,Ічнянський
Безиків,7421480802,31.337818636585624,51.81057448464148,Чернігівська,село,Городнянський
Безуглівка,7423380401,31.984356557476367,50.94143772700641,Чернігівська,село,Ніжинський
Безуглівка,7425881502,31.90654584780117,51.99184018262305,Чернігівська,село,Щорський
Бережівка,7421781201,32.753224131602025,50.80848362448606,Чернігівська,село,Ічнянський
Березанка,7423380650,31.976948362643768,51.09843554723682,Чернігівська,село,Ніжинський
Березанка,7425583502,31.43842287657884,51.55170679430331,Чернігівська,село,Чернігівський
Іскриня,0522482202,28.249172686806553,49.33264741193562,Вінницька,село,Літинський
Кривошиї,0524882901,28.20813318255037,49.59788175725211,Вінницька,село,Хмільницький
Крижанівка,0524883301,28.423320937972793,49.70825018195653,Вінницька,село,Хмільницький
Криківці,0523084401,28.993858544896582,48.97865413497196,Вінницька,село,Немирівський
Крикливець,0521984401,28.980298943481305,48.32086617976242,Вінницька,село,Крижопільський
Кринички,0521980205,28.742535090901022,48.41227891917201,Вінницька,село,Крижопільський
Голубівка,0521085206,27.95698161115204,49.01512574667695,Вінницька,село,Жмеринський
Голубівка,0521680903,28.73623607153259,49.555072379813964,Вінницька,село,Калинівський
Гоноратка,0523181702,29.522336296680077,49.1470097813448,Вінницька,село,Оратівський
Гонорівка,0523280601,29.002248650918453,48.18237184044635,Вінницька,село,Піщанський
Дяківці,0522482601,27.86838809219537,49.389128273640075,Вінницька,село,Літинський
Жабелівка,0520681903,28.779010101247085,49.18778167572013,Вінницька,село,Вінницький
Грабовець,0524984507,28.17879082901326,48.50035960193945,Вінницька,село,Чернівецький
Гранів,0520880903,29.563319563650115,48.8718047063531,Вінницька,село,Гайсинський
Гранітне,0523082802,28.995793905447417,48.85065233190165,Вінницька,село,Немирівський
Григорівка,0522681402,27.92797327139013,48.425368786029395,Вінницька,село,Могилів-Подільський
Грижинці,0524510501,28.3959052216253,49.08936305916555,Вінницька,село,Тиврівський
Гриненки,0523082901,28.90957030586459,48.774380169382916,Вінницька,село,Немирівський
Гришівці,0524582201,28.344376797757462,48.949050943833505,Вінницька,село,Тиврівський
Березівка,7420887602,32.122888944127936,51.37923940761335,Чернігівська,село,Борзнянський
Березівка,7424488802,30.724922584316754,51.68281066412702,Чернігівська,село,Ріпкинський
Березівка,7425380501,32.98437054812473,50.71070994606374,Чернігівська,село,Талалаївський
Березова Гать,7423680401,32.91526187643326,51.94680923847401,Чернігівська,село,Новгород-Сіверський
Березова Роща,7424785502,32.60388506378696,51.952780604439184,Чернігівська,село,Семенівський
Беремицьке,7422010401,30.846465659160923,50.890770691942755,Чернігівська,село,Козелецький
Криштопівка,0521284003,29.322050086851828,48.91369563819875,Вінницька,село,Іллінецький
Гавришівка,0520285006,27.637698821709645,49.01946857952187,Вінницька,село,Барський
Гавришівка,0520681203,28.63917063640439,49.238348632270245,Вінницька,село,Вінницький
Гавришівка,0522482602,27.82527582845996,49.36263918898908,Вінницька,село,Літинський
Гайове,0520281001,27.63229350529506,49.107047985821445,Вінницька,село,Барський
Галайківці,0522882001,27.46930767355231,48.65507287054547,Вінницька,село,Мурованокуриловецький
Гамулівка,0524980305,28.10958979292391,48.38464474994296,Вінницька,село,Чернівецький
Вільхівка,0720885001,24.927008104034726,50.53464046107119,Волинська,село,Горохівський
Вільшанка,0725784602,23.689838979948092,51.48198680261093,Волинська,село,Шацький
Вітоніж,0724587802,24.876541302896868,50.98394127510746,Волинська,село,Рожищенський
Вічині,0724580801,24.96184083662589,50.90158557025637,Волинська,село,Рожищенський
Вовчицьк,0723683402,25.701658723214685,51.33028535729375,Волинська,село,Маневицький
Воєгоща,0721481401,25.105770940489208,51.65548254881602,Волинська,село,Камінь-Каширський
Войнин,0722486302,24.7812779455876,50.68669075833774,Волинська,село,Локачинський
Долина,0724285503,24.363639477901454,51.82762794479112,Волинська,село,Ратнівський
Галина Воля,0725085201,24.315939662045402,51.4181668832885,Волинська,село,Старовижівський
Галинівка,0720581501,24.508423230260874,50.880289065778335,Волинська,село,Володимир-Волинський
Галичани,0720881301,24.904338550510605,50.4478850492639,Волинська,село,Горохівський
Галузія,0723681501,25.604902377136302,51.399211890817405,Волинська,село,Маневицький
Гаразджа,0722885002,25.49222381934176,50.744148265147636,Волинська,село,Луцький
Гаруша,0725581303,24.616773988401526,51.10856464581731,Волинська,село,Турійський
Гектари,0720885805,25.10668933414037,50.31623582490958,Волинська,село,Горохівський
Жовтневе,0720584403,24.426837791976695,50.91241452874398,Волинська,село,Володимир-Волинський
Городнє,0723382402,24.128908433442902,51.27457705820978,Волинська,село,Любомльський
Городок,0721486204,25.275463398933763,51.69092335828027,Волинська,село,Камінь-Каширський
Залізниця,0723185601,25.579305251946572,51.69023263289013,Волинська,село,Любешівський
Заліси,0724283701,24.299833708079724,51.62317895195771,Волинська,село,Ратнівський
Залісоче,0721881605,25.82104220770911,50.72538484291029,Волинська,село,Ківерцівський
Роздолівка,0522885901,27.567296827877712,48.717003694182736,Вінницька,село,Мурованокуриловецький
Рудниця,0523255400,28.93707866131523,48.2548350813668,Вінницька,селища міського типу,Піщанський
Адамівка,0724285802,24.67024963466252,51.623128691389965,Волинська,село,Ратнівський
Снітків,0522887101,27.633428812658757,48.81002104784218,Вінницька,село,Мурованокуриловецький
Соболівка,0522285802,28.648758637480835,49.33504049128242,Вінницька,село,Липовецький
Соболівка,0523786401,29.48537607755709,48.61608643257028,Вінницька,село,Теплицький
Дольськ,0723184801,25.517004215525105,51.89405604166943,Волинська,село,Любешівський
Дольськ,0725580901,24.37963532277792,51.11049762502637,Волинська,село,Турійський
Доманове,0724285504,24.33860773517452,51.82276351422946,Волинська,село,Ратнівський
Домашів,0721883102,25.680031344037832,50.94842390276569,Волинська,село,Ківерцівський
Дорогиничі,0722481801,24.591011302537282,50.70863114454778,Волинська,село,Локачинський
Доросині,0724581901,25.00753381941537,50.952241265896944,Волинська,село,Рожищенський
Жорнище,0721882901,25.741662786485808,50.703371903661534,Волинська,село,Ківерцівський
Жуковець,0720887204,24.940585944634257,50.6651093910732,Волинська,село,Горохівський
Журавець,0722485802,24.78668665962618,50.83258771894935,Волинська,село,Локачинський
Журавичі,0721883101,25.716381609477583,50.98338518968617,Волинська,село,Ківерцівський
Журавлине,0725081801,24.530555738542873,51.30677050135455,Волинська,село,Старовижівський
Журавники,0720881601,24.682941051500965,50.426702780935884,Волинська,село,Горохівський
Квасовиця,0722482404,24.906746571293056,50.740922060366216,Волинська,село,Локачинський
Залісся,0721483701,24.94707443268263,51.54814812843004,Волинська,село,Камінь-Каширський
Залісся,0725784603,23.734965830964825,51.496917944093795,Волинська,село,Шацький
Комарове,0725085502,24.810991274499912,51.41913956355406,Волинська,село,Старовижівський
Конище,0724286005,24.539626135028332,51.713818317081,Волинська,село,Ратнівський
Конопелька,0721886609,25.45257283108741,50.91035343882403,Волинська,село,Ківерцівський
Сокиринці,0520686303,28.609935233603203,49.17052798156824,Вінницька,село,Вінницький
Сокиряни,0523786901,29.792347368044148,48.580256361590976,Вінницька,село,Теплицький
Сокіл,0524986001,28.160028589389615,48.481551592686515,Вінницька,село,Чернівецький
Сокілець,0521487203,28.87794428724127,49.68279164223918,Вінницька,село,Козятинський
Тютьки,0520682809,28.446813066743776,49.179094508115924,Вінницька,село,Вінницький
Тягун,0521287603,29.253509300441856,49.156492481512245,Вінницька,село,Іллінецький
Угарове,0523185501,29.69181679014602,49.222547511901894,Вінницька,село,Оратівський
Удич,0523787601,29.911752273141143,48.63624063912334,Вінницька,село,Теплицький
Здомишель,0724284501,24.4174032035511,51.62044602494993,Волинська,село,Ратнівський
Зелена,0722182601,24.689355076857456,51.17267332431354,Волинська,село,Ковельський
Зелене,0720887602,25.041881277237657,50.39404404101022,Волинська,село,Горохівський
Зеленолужне,0720886402,24.85871718929308,50.61478886899942,Волинська,село,Горохівський
Зимне,0720582001,24.337578154491283,50.798868835362555,Волинська,село,Володимир-Волинський
Зілове,0725582904,24.4938268902211,51.195319059742864,Волинська,село,Турійський
Зміїнець,0722883703,25.283367050727623,50.7660431289639,Волинська,село,Луцький
Квітневе,0724587202,24.910122690992097,50.95829381404668,Волинська,село,Рожищенський
Кисилин,0722483201,24.801162570459088,50.85390282307025,Волинська,село,Локачинський
Кияж,0724581903,24.972913368141022,50.9285330044045,Волинська,село,Рожищенський
Кладнів,0720584002,23.957477594575096,51.03002317141339,Волинська,село,Володимир-Волинський
Клевецьк,0725585603,24.557437253877684,51.186617701684845,Волинська,село,Турійський
Клепачів,0721885003,25.361535351758878,50.85668682293977,Волинська,село,Ківерцівський
Кличковичі,0725582905,24.48825995449936,51.1576088480481,Волинська,село,Турійський
Клітицьк,0721484801,25.002812619469516,51.562593524968484,Волинська,село,Камінь-Каширський
Борочиче,0720888602,24.83089827732547,50.4365505360894,Волинська,село,Горохівський
Копилля,0723683201,25.59339905985999,51.11195297788179,Волинська,село,Маневицький
Валер'янівка,0724585902,25.279028946947985,50.8731040281773,Волинська,село,Рожищенський
Ватин,0720881001,24.87861141510859,50.64864963030662,Волинська,село,Горохівський
Ватинець,0720881003,24.89224006436487,50.66442004633842,Волинська,село,Горохівський
Велика Ведмежка,0723680901,25.792826429834616,51.302396379418575,Волинська,село,Маневицький
Велика Глуша,0723182601,25.04547779117819,51.81476288751139,Волинська,село,Любешівський
Українка,0522483602,28.014244771085643,49.2950679861279,Вінницька,село,Літинський
Українське,0520255309,27.83752958215963,48.821996886542685,Вінницька,село,Барський
Українське,0524887204,27.82398309079881,49.65445154600098,Вінницька,село,Хмільницький
Юліямпіль,0525389001,28.48024982022944,48.72384615867252,Вінницька,село,Шаргородський
Юнашки,0523485204,29.419137088458513,49.49536443000934,Вінницька,село,Погребищенський
Юрівка,0521487803,28.47103011296721,49.75122045272894,Вінницька,село,Козятинський
Юрківка,0524387201,28.579737066775564,48.69163659829839,Вінницька,село,Тульчинський
Знамирівка,0721887602,26.020271619429945,50.97791611203694,Волинська,село,Ківерцівський
Ласків,0720582801,24.18945471810648,50.78918955442494,Волинська,село,Володимир-Волинський
Лахвичі,0723188702,25.37657607102816,51.83039472749761,Волинська,село,Любешівський
Лежниця,0721184402,24.09468944219704,50.726165653904076,Волинська,село,Іваничівський
Лемешів,0720883001,24.66594232951732,50.56403702921003,Волинська,село,Горохівський
Линів,0722480502,24.848427335239826,50.68035982873092,Волинська,село,Локачинський
Бортнів,0721180402,24.107688634789078,50.77345172602448,Волинська,село,Іваничівський
Бортяхівка,0724587003,25.107795614662354,50.98517545287519,Волинська,село,Рожищенський
Борщівка,0722188002,25.189745488491184,51.04983236481063,Волинська,село,Ковельський
Ботин,0722885602,25.618582063491818,50.753677277742,Волинська,село,Луцький
Брани,0720880401,24.753314864204523,50.40816775133193,Волинська,село,Горохівський
Брище,0722855220,25.217681391701706,50.84410127586095,Волинська,село,Луцький
Гірки,0723183601,25.304685505735254,51.90074874430322,Волинська,село,Любешівський
Великий Омеляник,0722881803,25.266847798544706,50.73821451768683,Волинська,село,Луцький
Великий Порськ,0722188003,25.144589338207297,51.07454417256883,Волинська,село,Ковельський
Граддя,0723682203,25.56933550448104,51.16984050714588,Волинська,село,Маневицький
Градиськ,0723685102,25.34705287904853,51.380460196110164,Волинська,село,Маневицький
Гранатів,0722486303,24.809652082146727,50.711758362848364,Волинська,село,Локачинський
Гредьки,0722181402,24.588942294758706,51.32806212858952,Волинська,село,Ковельський
Грем'яче,0721881301,25.936804618390102,50.83434633931361,Волинська,село,Ківерцівський
Юрківці,0522687801,27.696683670304324,48.504548655236576,Вінницька,село,Могилів-Подільський
Юрківці,0523089201,29.217378955471833,48.95926653064808,Вінницька,село,Немирівський
Юхимівка,0525389201,28.256463007138198,48.842855787733164,Вінницька,село,Шаргородський
Адамчуки,0725780902,23.71384422337795,51.415542383209164,Волинська,село,Шацький
Амбуків,0720583403,23.992740236407315,50.79182786053316,Волинська,село,Володимир-Волинський
Антонівка,0720885803,25.087792315639973,50.30013186498686,Волинська,село,Горохівський
Антонівка,0722881802,25.16375246243089,50.72970845831258,Волинська,село,Луцький
Линівка,0724585005,25.148228380370256,51.03115409875296,Волинська,село,Рожищенський
Волиця,0721486203,25.299649207409864,51.682006840502595,Волинська,село,Камінь-Каширський
Волиця,0725581302,24.59557468922571,51.10362404963386,Волинська,село,Турійський
Волиця-Дружкопільська,0720881602,24.696976000472052,50.41616675510373,Волинська,село,Горохівський
Волиця-Лобачівська,0720883202,25.010732142641434,50.42717622704804,Волинська,село,Горохівський
Волиця-Морозовицька,0721183303,24.10977387096142,50.719200215349616,Волинська,село,Іваничівський
Волошки,0722183603,24.86107128270891,51.193855428393576,Волинська,село,Ковельський
Воля,0722182803,24.831756039568102,51.37699626237807,Волинська,село,Ковельський
Гірка Полонка,0722881601,25.26670787553948,50.68790557092853,Волинська,село,Луцький
Гірники,0724281801,24.480086304162757,51.72461511772889,Волинська,село,Ратнівський
Гішин,0722181802,24.774762150301214,51.30490911145105,Волинська,село,Ковельський
Глинянка,0723383302,24.196123521927113,51.13523785418831,Волинська,село,Любомльський
Забара,0724585004,25.212403994855986,51.01354307067662,Волинська,село,Рожищенський
Заболоття,0720585602,24.1838228135783,50.97782137284734,Волинська,село,Володимир-Волинський
Заболоття,0723381301,24.125730490693314,51.40196577989496,Волинська,село,Любомльський
Велика Осниця,0723681101,25.95958142690815,51.18956234087069,Волинська,село,Маневицький
Велика Яблунька,0723682202,25.54634417783802,51.21947853674506,Волинська,село,Маневицький
Городок,0722884302,25.123974473209618,50.69574469955983,Волинська,село,Луцький
Городок,0723682001,25.483131693986092,51.37078107711622,Волинська,село,Маневицький
Гороховище,0723385905,23.74459316640641,51.33204679316899,Волинська,село,Любомльський
Горянівка,0721881603,25.821550545509332,50.747071705187956,Волинська,село,Ківерцівський
Грабове,0725084802,24.7406672676185,51.40299816459522,Волинська,село,Старовижівський
Арсеновичі,0722188603,25.349733315838435,51.12218577169201,Волинська,село,Ковельський
Бабаці,0723380402,23.98558567440878,51.17823033119204,Волинська,село,Любомльський
Байківці,0722188402,25.026526377664304,51.16256706681641,Волинська,село,Ковельський
Баїв,0722880301,25.222123774647986,50.695844545255895,Волинська,село,Луцький
Баківці,0722880501,25.269067770761314,50.59020638450692,Волинська,село,Луцький
Старий Мохнач,7125187003,32.695380519114586,49.64630511192339,Черкаська,село,Чорнобаївський
Старі Бабани,7124387701,30.34950169238755,48.84935200961565,Черкаська,село,Уманський
Воля-Любитівська,0722184002,24.890424040982293,51.1477385290072,Волинська,село,Ковельський
Доротище,0722181801,24.767701129662466,51.34081817057449,Волинська,село,Ковельський
Дошне,0724280402,24.67954726917593,51.54877630233883,Волинська,село,Ратнівський
Древині,0721183403,24.356654295192204,50.66737269951266,Волинська,село,Іваничівський
Дроздні,0722182001,24.87518151545811,51.109090047183635,Волинська,село,Ковельський
Дубечне,0725081301,24.378493086062985,51.542630118385425,Волинська,село,Старовижівський
Дубичанське,0722886202,24.974768504287006,50.76497129431037,Волинська,село,Луцький
Заболотці,0721181801,24.260418048830267,50.63481854954512,Волинська,село,Іваничівський
Заболотці,0722887502,25.106402039527076,50.798935505856,Волинська,село,Луцький
Забороль,0722881801,25.22932792876599,50.74413545155034,Волинська,село,Луцький
Клопочин,0721187903,24.461475217433915,50.6381073286874,Волинська,село,Іваничівський
Клубочин,0721886203,25.7559127247866,50.94376116712113,Волинська,село,Ківерцівський
Клюськ,0725581301,24.61358797048875,51.07303459434516,Волинська,село,Турійський
Кобче,0724582801,25.319031730924635,50.99010550322165,Волинська,село,Рожищенський
Замличі,0722482201,24.539083719130158,50.72028764771972,Волинська,село,Локачинський
Замости,0725580802,24.336286978484175,50.98303638115433,Волинська,село,Турійський
Коритниця,0720584003,24.028564710827162,50.9404933015488,Волинська,село,Володимир-Волинський
Коршовець,0722885103,25.32899810558697,50.668533566886566,Волинська,село,Луцький
Корсині,0724583203,25.304114262085545,51.111846269735736,Волинська,село,Рожищенський
Степанівка,7120689301,32.240628341733185,50.12697179965847,Черкаська,село,Драбівський
Степанки,7124987001,31.991372618689315,49.32205117343427,Черкаська,село,Черкаський
Степанці,7122087801,31.300189522696897,49.70355983772675,Черкаська,село,Канівський
Степівка,7123486001,30.046660836403255,48.97301385022654,Черкаська,село,Монастирищенський
Дубище,0721882401,25.80919851371096,50.804186400955956,Волинська,село,Ківерцівський
Зоря,0720581801,24.207005830183594,50.934817549780774,Волинська,село,Володимир-Волинський
Зоряне,0724285803,24.63977606257335,51.64717554630177,Волинська,село,Ратнівський
Зубильне,0722482801,24.860111104283373,50.81180855817947,Волинська,село,Локачинський
Іванів,0721180404,24.118680677331756,50.79591951856593,Волинська,село,Іваничівський
Іванівка,0720881402,25.05385939862172,50.4416370572514,Волинська,село,Горохівський
Іванівка,0721183405,24.383459542999624,50.701455857995306,Волинська,село,Іваничівський
Іванівка,0722180403,24.692412002890215,51.100552750327545,Волинська,село,Ковельський
Ковбань,0720884802,24.99662829297455,50.50878224811506,Волинська,село,Горохівський
Когильне,0720583203,24.427588862038938,50.852662458184454,Волинська,село,Володимир-Волинський
Козин,0724585603,25.171223982196988,50.960378523958916,Волинська,село,Рожищенський
Козлиничі,0722183201,25.04218738826298,51.23785618065082,Волинська,село,Ковельський
Броди,0724281802,24.525201444298993,51.760456087818355,Волинська,село,Ратнівський
Бродятине,0724285302,24.70618680397288,51.82575463373908,Волинська,село,Ратнівський
Брониця,0721480601,25.16287534732506,51.65442532138337,Волинська,село,Камінь-Каширський
Заозерне,0723382203,23.94350697637279,51.376445376736804,Волинська,село,Любомльський
Косиці,0724285206,24.44173764518816,51.836422852049544,Волинська,село,Ратнівський
Космівка,0721187704,24.177953103619863,50.698063280802145,Волинська,село,Іваничівський
Костюхнівка,0723683401,25.7564289725328,51.35376335127341,Волинська,село,Маневицький
Котів,0721882002,25.671927834288095,50.7992818108399,Волинська,село,Ківерцівський
Коцюри,0723380404,23.980787055252254,51.19776070460607,Волинська,село,Любомльський
Кошари,0725784604,23.673517595334822,51.49680730103347,Волинська,село,Шацький
Кошів,0722886002,24.87827895520368,50.69880158759325,Волинська,село,Луцький
Степківка,7124387801,30.30482939743982,48.66071658847152,Черкаська,село,Уманський
Стецівка,7121287201,31.15298040836927,48.9943898071522,Черкаська,село,Звенигородський
Тіньки,7125486501,32.621485562036646,49.18740530588182,Черкаська,село,Чигиринський
Товмач,7125788401,31.35923834928681,48.88684045641903,Черкаська,село,Шполянський
Товста,7120387501,31.26128118959623,49.15218414819438,Черкаська,село,Городищенський
Іванівка,0724583202,25.272771233650516,51.09101678901392,Волинська,село,Рожищенський
Липа,0720885404,25.132116163496384,50.43929821415524,Волинська,село,Горохівський
