arrival,bus_age,bus_comfort_level,company_id,coords,count,departure,drives_per_day,id,license_data,marchRoute,number_of_buses,regulative_institution,route_regularity
 Івано-Франківськ ,,,7818363528502410240,"[[49.24005529999999, 24.876466399999998], [48.9215, 24.70972]]",1,Дитятин,,7216,23.02.2018  15/2/1815,Дитятин -  Івано-Франківськ ,"ПАЗ 32054 СПГ № АТ 2240 АА
(VIN код X1M32054050008939)
ПАЗ 4234 № АТ 1962 АА
(VIN код Х1М4234Т080001536)
ПАЗ 32054 № АТ 0512 АА
(VIN код X1M32054050005858)
",Івано-Франківська область,
 Ів-Франківськ ,,,7818363528502410240,"[[49.24005529999999, 24.876466399999998], [48.922633, 24.711117]]",1,Дитятин,,7217,23.02.2018  15/2/1815,Дитятин -  Ів-Франківськ ,"ПАЗ 32054 СПГ № АТ 2240 АА
(VIN код X1M32054050008939)
ПАЗ 4234 № АТ 1962 АА
(VIN код Х1М4234Т080001536)
ПАЗ 32054 № АТ 0512 АА
(VIN код X1M32054050005858)
",Івано-Франківська область,
 Івано-Франківськ,,,3455041601082419712,"[[49.04908, 23.76938], [48.9215, 24.70972]]",1,Тисів,,7218,17.01.2021 18/2/2322,Тисів -  Івано-Франківськ,"БАЗ А 079.25 № АТ 2262 АА
(VIN код Y7FA0792590006383)
",Івано-Франківська область,
Долина,,,3727684977495062016,"[[48.922633, 24.711117], [48.9733, 24.00944]]",1,Ів-Франківськ,,7219,23.02.2018  15/2/1818,Ів-Франківськ - Долина,"БАЗ А079.19 № АТ 1907 АА
(VIN код Y7FA0791980005468, 38122585L73484)
Mercedes- Sprinter 416 CDI № АТ 3332 ВІ
(VIN код WDB9046631R143985)
Mercedes- Sprinter № АТ 9442 ВА
(VIN код WDB9036632R549719
",Івано-Франківська область,
 Ів-Франківськ,,,5763682971929185280,"[[48.9733, 24.00944], [48.922633, 24.711117]]",3,Долина,,7220,13.11.2020  17/2/2285,Долина -  Ів-Франківськ,"Mercedes-Benz 312 D № АТ 3417 ВМ
(VIN код WDB9034631Р884226)
",Івано-Франківська область,
Долина,,,7818363528502410240,"[[48.922633, 24.711117], [48.9733, 24.00944]]",1,Ів-Франківськ,,7221,16.03.2019  16/2/1999,Ів-Франківськ - Долина,"Mercеdes-Benz 312D № АТ 1567 АА 
(VIN код WDB9034631Р742324)
Mercedes-Benz 811 D-Пе № АТ 1019 АА
(VIN код WDB6703631N034038
",Івано-Франківська область,
 Ів-Франківськ,,,1797091058621385984,"[[48.9733, 24.00944], [48.922633, 24.711117]]",1,Долина,,7222,17.05.2020  17/2/2185,Долина -  Ів-Франківськ,"Mercedes-Benz Sprinter № АТ 1694 АА
(VIN код WDB9036631R574350)
",Івано-Франківська область,
Долина,,,7372289796648637440,"[[48.922633, 24.711117], [48.9733, 24.00944]]",1,Ів-Франківськ,,7223,23.02.2018  15/2/1819,Ів-Франківськ - Долина,"Мерседес 316 CDI  № АТ 2015 ВА
(VIN код WDB9036631R101220)
Mercedes- Sprinter 313 CDI № АТ 1120 ВО
(VIN код WDB9036731R473300
",Івано-Франківська область,
 Ів-Франківськ ,,,5763682971929185280,"[[48.9733, 24.00944], [48.922633, 24.711117]]",1,Долина,,7224,17.01.2021  18/2/2323,Долина -  Ів-Франківськ ,"Mercedes-Benz Sprinter 316 CDI 
№ АТ 3069 ВТ
(VIN код WDB9066371S429348)
",Івано-Франківська область,
Долина,,,4076505960884498432,"[[48.922633, 24.711117], [48.9733, 24.00944]]",1,Ів-Франківськ,,7225,31.07.2018  15/2/1905,Ів-Франківськ - Долина,"Mercedes-Benz 312 D № АТ 0816 АА
(VIN код WDB9034731P744513)
Mercedes- 312 Sprinter D № АТ 1560 АА
(VIN код WDB9034632P816334)
",Івано-Франківська область,
Долина,,,7818363528502410240,"[[48.922633, 24.711117], [48.9733, 24.00944]]",1,Ів-Франківськ,,7226,17.01.2021  18/2/2324,Ів-Франківськ - Долина,"Mercedes-Benz Sprinter 311CDI 
№ АТ 1520 ВХ
(VIN код WDB9036632R765314)
Mercedes-Benz 313 CDI № АТ 1590 АА
(VIN код WDB9036631R608689)
",Івано-Франківська область,
 Івано-Франківськ,,,2178963571671414272,"[[49.02787, 23.87815], [48.9215, 24.70972]]",1,Гериня,,7227,05.03.2020  17/2/2114,Гериня -  Івано-Франківськ,"I-VAN A07A1-63 № АТ 1994 АА
(VIN код Y6DA07A10A0001488)
",Івано-Франківська область,
" Івано-Франківськ 
",,,4410962202956711424,"[[49.1093, 23.76401], [48.9215, 24.70972]]",1,Танява,,7228,31.07.2018  15/2/1903,"Танява -  Івано-Франківськ 
","Mercedes- Sprinter 313CDI № АТ 4254 ВО
(VIN код WDB9036632R1355525)
Mercedes-Benz 313 CDI № АТ 9460 АВ
(VIN код WDB9036631R495463)
",Івано-Франківська область,
 Івано-Франківськ ,,,3979050203065632256,"[[48.93333, 23.91667], [48.9215, 24.70972]]",1,Вигода,,7229,23.02.2018  15/2/1820,Вигода -  Івано-Франківськ ,"БАЗ А079.19 № АТ 2160 АА
(VIN код Y7FA0791980006230)
Mercedes-Benz 313 CDI № АТ 2787 АХ
(VIN код WDB9036632R502662)
",Івано-Франківська область,
Вигода,,,7675707893382694912,"[[48.9215, 24.70972], [48.93333, 23.91667]]",1,Івано-Франківськ,,7230,04.07.2019  16/2/2053,Івано-Франківськ - Вигода,"Mercedes-Benz Sprinter 313 CDI 
№ АТ 1120 ВО
(VIN код WDB9036731R473300)
Mercedes-Benz Sprinter 311 CDI 
№ АТ 1520 ВХ
(VIN код WDB9036632R765314)
",Івано-Франківська область,
 Івано-Франківськ,,,2178963571671414272,"[[49.13317, 24.07265], [48.9215, 24.70972]]",1,Велика Тур’я,,7231,05.03.2020  17/2/2113,Велика Тур’я -  Івано-Франківськ,"Mercedes-Benz  311 D № АТ 3721 ВТ
(VIN код WDB9036631R568150)
",Івано-Франківська область,
 Івано-Франківськ,,,5763682971929185280,"[[48.99661, 23.90576], [48.9215, 24.70972]]",1,Княжолука,,7232,13.11.2020   17/2/2286,Княжолука -  Івано-Франківськ,"Mercedes Sprinter 313 CDI № АТ 4130 BE
(VIN код WDB9036632R759583)
",Івано-Франківська область,
 Івано-Франківськ,,,5763682971929185280,"[[48.85318, 23.97114], [48.9215, 24.70972]]",1,Ілемня,,7235,23.02.2018  15/2/1837,Ілемня -  Івано-Франківськ,"БАЗ А079.19 № АТ 1104 АА
(VIN код Y7FA0791960002228 38122365L72645)
Mercedes-Benz 609 D  № 16870 ІВ
(VIN код WDB6680032N020645)
Mercedes-Benz 609 D  № АТ 0257 ВМ
(VIN код WDB6680631P056202)
Mercedes-Benz 609 D № АТ 2155 АА
(VIN код WDB6680631P071497)
",Івано-Франківська область,
 Івано-Франківськ,,,5763682971929185280,"[[48.76259, 24.05741], [48.9215, 24.70972]]",1,Липовиця,,7236,23.02.2018  15/2/1838,Липовиця -  Івано-Франківськ,"Mercedes-Benz 609 D № АТ 0751 АА
(VIN код WDB6680631P010419)
Mercedes-Benz 711D  № АТ 1064 ВЕ
(VIN код WDB6693631P233346)
Mercedes-Benz 609 D  № 16870 ІВ
(VIN код WDB6680032N020645)
Mercedes-Benz 609 D № АТ 2155 АА
(VIN код WDB6680631P071497
",Івано-Франківська область,
 Івано-Франківськ,,,5763682971929185280,"[[48.93576, 24.16379], [48.9215, 24.70972]]",3,Рожнятів,,7237,31.07.2018  15/2/1910,Рожнятів -  Івано-Франківськ,"IVECO Daily № АТ 1662 АА
(VIN код ZCFZ5070005486014)
",Івано-Франківська область,
 Івано-Франківськ,,,513699417457811008,"[[48.94102, 24.11944], [48.9215, 24.70972]]",1,Струтин,,7238,14/2/1789   06.11.2017,Струтин -  Івано-Франківськ,"Mercedes- 310  № АТ 0679 АЕ
(VIN код WDB9034631P732189)
Mercedes- 313CDI  № АТ 2787 АХ
(VIN код WDB9036632R502662)
",Івано-Франківська область,
 Івано-Франківськ,,,5763682971929185280,"[[48.90246, 24.30347], [48.9215, 24.70972]]",1,Петранка,,7240,18/2/2354   17.01.2021,Петранка -  Івано-Франківськ,"Mercedes-Benz 412D-ПЕ № АТ 8168 АН
(VIN код WDB9044631P574213)
",Івано-Франківська область,
 Івано-Франківськ,,,5763682971929185280,"[[48.889920000000004, 24.06293], [48.9215, 24.70972]]",1,Спас,,7241,17/2/2137 05.03.2020,Спас -  Івано-Франківськ,"Mercedes-Benz 609 D № АТ 8628 ВТ
(VIN код WDB6680631Р068083)
Mercedes Sprinter 312 D № АТ 1567 АА
(VIN код WDB9034631Р742324)
",Івано-Франківська область,
 Івано-Франківськ,,,5763682971929185280,"[[49.12811, 24.49402], [48.9215, 24.70972]]",1,Войнилів,,7242,"16/2/2000 16.03.2019
 
",Войнилів -  Івано-Франківськ,"БОГДАН А-092-12 № АТ 6639 АЕ
(VIN код Y7BA092128B000316)
 IVECO Daily № АТ 2170 АА
(VIN код  Y6B49E10V20001235)
",Івано-Франківська область,
 Івано-Франківськ,,,8059192473237907456,"[[49.1557221, 24.3699657], [48.9215, 24.70972]]",1,Довгий Войнилів,,7243,17/2/2115 05.03.2020,Довгий Войнилів -  Івано-Франківськ,"IVECO DAILY 50C11V № АТ 9078 ВТ
(VIN код ZCFC5070005238936)
",Івано-Франківська область,
 Івано-Франківськ,,,6872697921428286464,"[[49.03813, 24.21241], [48.9215, 24.70972]]",1,Кадобна,,7244,"17/2/2116   05.03.2020
 
",Кадобна -  Івано-Франківськ,"БАЗ А 079.04 № АТ 2540 АА
(VIN код Y7FA0790440000558, 38122345L78286)
Mercedes- Sprinter 400 № АТ 1688 АА
(VIN код WDB9044631P893975)
",Івано-Франківська область,
 Івано-Франківськ,,,5763682971929185280,"[[49.14488, 24.24758], [48.9215, 24.70972]]",1,Кулинка,,7245,16/2/2004 16.03.2019,Кулинка -  Івано-Франківськ,"БАЗ А079.19 № АТ 1721 АА
(VIN код  Y7FA0791980005111, 38122585L72158)
IVECO Daily № АТ 2167 АА
(VIN код  ZCFC5070005486013)
",Івано-Франківська область,
 Івано-Франківськ,,,4696802309177166848,"[[49.1546299, 24.3987893], [48.9215, 24.70972]]",1,Перекоси,,7246,16/2/2005 16.03.2019,Перекоси -  Івано-Франківськ,"БАЗ А079.19 № АТ 6447 ВМ
(VIN код  Y7FA0791980005466)
IVECO Daily № АТ 2169 АА
(VIN код  Y6B49E10V20001233)
",Івано-Франківська область,
 Івано-Франківськ,,,3127079906060086784,"[[48.7694082, 24.1831417], [48.9215, 24.70972]]",1,Закреничне,,7248,15/2/1839 23.02.2018,Закреничне -  Івано-Франківськ,"Mercedes-Benz 609 D № АТ 0012 ВІ
(VIN код WDB6680631P088883)
Mercedes-Benz 711 D № АТ 2485 АА
(VIN код WDB6693631N013106)
",Івано-Франківська область,
 Івано-Франківськ,,,6496983298519269376,"[[48.7694082, 24.1831417], [48.9215, 24.70972]]",1,Закреничне,,7249,17/2/2134 05.03.2020,Закреничне -  Івано-Франківськ,"Mercedes-Benz 609 № АТ 9850 ВТ
(VIN код WDB6680631Р133106)
",Івано-Франківська область,
Ріпне,,,4439804993258491904,"[[48.9215, 24.70972], [48.82794, 24.14617]]",1,Івано-Франківськ,,7251,16/2/2024 16.03.2019,Івано-Франківськ - Ріпне,"Mercedes-Benz 609 D № АТ 0733 АА
(VIN код WDB6680621P039047)
ГАЛАЗ 3209.10 № АТ 1543 АА
(VIN код Y7932091079A88002)
А0756 № АТ 0839 АА
(VIN код Y69A0756170B19006)
",Івано-Франківська область,
 Івано-Франківськ,,,5763682971929185280,"[[48.82794, 24.14617], [48.9215, 24.70972]]",1,Ріпне,,7252,17/2/2136 05.03.2020,Ріпне -  Івано-Франківськ,"Mercedes-Benz 609 D № АТ 1987 АА
(VIN код WDB66806210756498)
",Івано-Франківська область,
 Івано-Франківськ,,,4696802309177166848,"[[48.74312, 24.16939], [48.9215, 24.70972]]",1,Ясень,,7255,16/2/2082 04.07.2019,Ясень -  Івано-Франківськ,"IVECO Turbo Daily № АТ 1235 АА
(VIN код ZCF04070105150575)
",Івано-Франківська область,
 Івано-Франківськ,,,6912290703845344256,"[[48.74263, 24.25322], [48.9215, 24.70972]]",1,Луквиця,,7256,16/2/1984 16.03.2019,Луквиця -  Івано-Франківськ,"ISUZU MD 22B  № АТ 5873 ВМ
(VIN код NNAMBB5LL02007062)
",Івано-Франківська область,
 Івано-Франківськ,,,9122377633734760448,"[[48.6788, 24.32941], [48.9215, 24.70972]]",2,Кричка,,7257,15/2/1940 01.11.2018,Кричка -  Івано-Франківськ,"Рута 19 СПГ №  АТ 1855 АА
(VIN код 380541/3401, 33820080525341)
Mercedes- Sprinter 412 №  АТ 3660 ВН
(VIN код WDB9044631P982163)
Mercedes-Benz 411 CDI №  АТ 5298 АT
(VIN код WDB9046632R230615)
",Івано-Франківська область,
 Івано-Франківськ,,,6283631704110582784,"[[48.6788, 24.32941], [48.9215, 24.70972]]",1,Кричка,,7258,16/2/1988 16.03.2019,Кричка -  Івано-Франківськ,"БАЗ А079.14 № АТ 1064 АА
(VIN код Y7FA0791470003752)
",Івано-Франківська область,
 Івано-Франківськ,,,2422734345767721984,"[[48.6348, 24.56936], [48.9215, 24.70972]]",1,Надвірна,,7259,"17/2/2106 05.03.2020
 
",Надвірна -  Івано-Франківськ,"Mercedes- 611 D № АТ 2016 АА
(VIN код WDB6680621N041940)
Mercedes- Sprinter 413 № АТ 3079 ВТ
(VIN код WDB9046631R814682)
",Івано-Франківська область,
 Івано-Франківськ ,,,8066480258735221760,"[[48.68755, 24.26322], [48.9215, 24.70972]]",1,Пороги,,7260,15/2/1941 01.11.2018,Пороги -  Івано-Франківськ ,"Mercedes-Benz Sprint 413 №  АТ 4290 ВК
(VIN код WDB9046631R516651)
ПАЗ 32053  №  АТ 9660 АВ
(VIN код Х1М32053R50001939)
",Івано-Франківська область,
 Івано-Франківськ ,,,4076505960884498432,"[[48.07117, 24.96553], [48.9215, 24.70972]]",1,Довгополе,,7273,16/2/1993 16.03.2019,Довгополе -  Івано-Франківськ ,"MAN 9.150 № АС 0803 ВС
(VIN код WVML050316G081758)
Mercedes-Benz 814D № АТ 4576 ВС
(VIN код WDB6703131P063584)
",Івано-Франківська область,
 Івано-Франківськ,,,7785543915498374144,"[[48.28459, 24.56536], [48.9215, 24.70972]]",1,Ворохта,,7274,16/2/2099 04.07.2019,Ворохта -  Івано-Франківськ,"БАЗ А079.17 № АТ 2062 ВХ
(VIN код  Y7FA0791770003627, 38122575L70689)
Mercedes-Benz 311D № АТ 1520 АА
(VIN код  WDB9036632R205912)
",Івано-Франківська область,
 Івано-Франківськ,,,2127874911714927872,"[[48.28459, 24.56536], [48.9215, 24.70972]]",1,Ворохта,,7275,"17/2/2150 05.03.2020
 
 
",Ворохта -  Івано-Франківськ,"БАЗ А079.23 №  АТ 0987 АА
(VIN код Y7FA0792360002480, 68122365L72596)
Mercedes Vario 0814 D №  АТ 1011 ВК
(VIN код WDB6703731N092550)
",Івано-Франківська область,
Ворохта,,,7785543915498374144,"[[48.9215, 24.70972], [48.28459, 24.56536]]",1,Івано-Франківськ,,7276,15/2/1937 31.07.2018,Івано-Франківськ - Ворохта,"БАЗ А079.20 № АТ 0513 АА
(VIN код Y7FA0792050001086)
Mercedes-Benz 612 D № АТ 1195 АА
(VIN код WDB6683531N078997)
",Івано-Франківська область,
 Івано-Франківськ,,,8732867368930806784,"[[48.45157, 24.55436], [48.9215, 24.70972]]",2,Яремче,,7277,14/2/1765 14.09.2017,Яремче -  Івано-Франківськ,"Mercedes-Benz 612 D-Пе № АТ 1783 АА
(VIN код WDB6683521N081170)
Iveco Turbo Daily  № АТ 9457 АХ
(VIN код Y6BA40E10W0000550, Y6BA40E10W0000559)
",Івано-Франківська область,
Поляниця,,,7796337967692183552,"[[48.9215, 24.70972], [49.02338, 23.7013]]",1,Івано-Франківськ,,7278,16/2/2031 16.03.2019,Івано-Франківськ - Поляниця,"БОГДАН А-09211 № АТ 2867 ВІ
(VIN код  Y7BA092114B000492)
YOUYI ZGT 6730DH № АТ 0984 АА
(VIN код  LNYINSEG56LD02040)
",Івано-Франківська область,
Поляниця,,,4076505960884498432,"[[48.9215, 24.70972], [49.02338, 23.7013]]",2,Івано-Франківськ,,7279,16/2/2032 16.03.2019,Івано-Франківськ - Поляниця,"IVECO PEGASO № АТ 2838 ВЕ
(VIN код  ZCF095D0002163188)
MAN 11.190 № АТ 0215 ВР
(VIN код  WMA4692363G115336)
",Івано-Франківська область,
Поляниця,,,5545879373576459264,"[[48.9215, 24.70972], [49.02338, 23.7013]]",1,Івано-Франківськ,,7280,16/2/2100 04.07.2019,Івано-Франківськ - Поляниця,"MAN 11.190  № АТ 1016 ВК
(VIN код WMA4691727G096683)
MAN 9.150 № АТ 0559 ВН
(VIN код WVML050407G085775)
",Івано-Франківська область,
Поляниця,,,2589007594147009024,"[[48.9215, 24.70972], [49.02338, 23.7013]]",1,Івано-Франківськ,,7281,17/2/2266 24.07.2020,Івано-Франківськ - Поляниця,"Mercedes-Benz 711 D № АТ 3902 ВО
(VIN код WDB6690031N040904)
Mercedes-Benz 312D № АТ 2257 АА
(VIN код WDB9034631P981336)
",Івано-Франківська область,
Поляниця,,,7818363528502410240,"[[48.9215, 24.70972], [49.02338, 23.7013]]",1,Івано-Франківськ,,7282,15/2/1845 23.02.2018,Івано-Франківськ - Поляниця,"SETRA S211 № ВХ 2704 ВС
(WKK17500001030626)
БАЗ А079.20 ЭТАЛОН № АТ 2633 АА (VIN код Y7FA0792060001916 38122365L71565)
",Івано-Франківська область,
 Івано-Франківськ,,,7796337967692183552,"[[49.02338, 23.7013], [48.9215, 24.70972]]",1,Поляниця,,7283,16/2/2033 16.03.2019,Поляниця -  Івано-Франківськ,"БАЗ А079.23 №  АТ 0976 АА
(VIN код Y7FA0792360002432)
YOUYI ZGT 6730DH № АТ 0984 АА
(VIN код  LNYINSEG56LD02040)
",Івано-Франківська область,
 Івано-Франківськ,,,1609280064649605120,"[[49.02338, 23.7013], [48.9215, 24.70972]]",1,Поляниця,,7284,17/2/2267 24.07.2020,Поляниця -  Івано-Франківськ,"Mercedes- Sprinter 416 CDI № АТ 6034 ВА
(VIN код WDB9046631R100643)
",Івано-Франківська область,
Поляниця,,,4182604087853910528,"[[48.9215, 24.70972], [49.02338, 23.7013]]",1,Івано-Франківськ,,7285,17/2/2152 05.03.2020,Івано-Франківськ - Поляниця,"Mercedes Vario O814D № АТ 8355 ВС
(VIN код WDB6703731N066440)
",Івано-Франківська область,
Яблуниця,,,4076505960884498432,"[[48.9215, 24.70972], [48.3053757, 24.4702592]]",1,Івано-Франківськ,,7286,16/2/2034 16.03.2019,Івано-Франківськ - Яблуниця,"БАЗ А079.23 № АТ 1399 АА
(VIN код  Y7FA0792370004047, 38122575L72646)
",Івано-Франківська область,
 Івано-Франківськ,,,8471163816848185344,"[[48.45931, 24.24545], [48.9215, 24.70972]]",1,Бистриця,,7287,17/2/2129 05.03.2020,Бистриця -  Івано-Франківськ,"Mercedes-Benz 0301 № АТ 4781 ВТ
(VIN код WDB669700611950199)
ТАМ 190А № АТ 2659 АА
(VIN код VZ2190000L1006102)
",Івано-Франківська область,
 Івано-Франківськ,,,7616870497092256768,"[[48.48722, 24.70078], [48.9215, 24.70972]]",1,Білі Ослави,,7288,18/2/2344 17.01.2021,Білі Ослави -  Івано-Франківськ,"Мерседес 312  № АТ 2014 АА
(VIN код WDB9034631Р899562)
",Івано-Франківська область,
" 
Івано-Франківськ
",,,1976328229990043648,"[[48.65888, 24.76561], [48.9215, 24.70972]]",1,Глинки,,7289,16/2/2076 04.07.2019,"Глинки -  
Івано-Франківськ
","ПАЗ 32053-07  № АТ 0891 АА
(VIN код X1M3205ER60004308)
Mercedes-Benz 614 № АТ 8123 ВМ
(VIN код WDB6683531N081536)
",Івано-Франківська область,
Коломия,,,6389041537708127232,"[[49.02338, 23.7013], [48.53115, 25.03649]]",1,Поляниця,,7291,17/2/2214 17.05.2020,Поляниця - Коломия,"БАЗ А079.19 № АТ 7710 ВН
(VIN код Y7FA07919C0010940)
",Івано-Франківська область,
Коломия,,,9005839007212075008,"[[48.67274, 25.50163], [48.53115, 25.03649]]",1,Городенка,,7292,17/2/2227 17.07.2020,Городенка - Коломия,"ПАЗ 4234 № АТ 2186 АА
(VIN код X1M4234T060001808)
",Івано-Франківська область,
 Івано-Франківськ,,,2988917033827230208,"[[48.53115, 25.03649], [48.9215, 24.70972]]",1,Коломия,,7297,17/2/2123 05.03.2020,Коломия -  Івано-Франківськ,"БОГДАН  А 09211 № АТ 1402 АА
(VIN код Y7BA092115B001011)
",Івано-Франківська область,
 Івано-Франківськ,,,2890789702788149760,"[[48.53115, 25.03649], [48.9215, 24.70972]]",1,Коломия,,7298,16/2/2011 16.03.2019,Коломия -  Івано-Франківськ,"БОГДАН А 09212 № АТ 0245 АА
(VIN код  Y7BA092126B002492)
",Івано-Франківська область,
 Івано-Франківськ,,,7809922565572082688,"[[48.53115, 25.03649], [48.9215, 24.70972]]",1,Коломия,,7299,17/2/2231 17.07.2020,Коломия -  Івано-Франківськ,"Mercedes-Benz 814D № АТ 2334 АА
(VIN код WDB6703661N030005)
А 09212 ""БОГДАН"" № АТ 2494 АА
(VIN код Y7ВA092127В000657)
",Івано-Франківська область,
 Івано-Франківськ,,,9066531743300185088,"[[48.53115, 25.03649], [48.9215, 24.70972]]",1,Коломия,,7300,15/2/1872 12.04.2018,Коломия -  Івано-Франківськ,"А 09212 БОГДАН  № АТ 2119 АА
(YBA092128B000768)
МАЗ 256-200   № АТ 2281 АА
(VIN код Y3M25620070000813
",Івано-Франківська область,
Коломия,,,4076505960884498432,"[[48.9215, 24.70972], [48.53115, 25.03649]]",3,Івано-Франківськ,,7301,16/2/2012 16.03.2019,Івано-Франківськ - Коломия,"БОГДАН А-09212 № АТ 2310 АА
(VIN код Y7BA092128B001937)
БОГДАН А-09312 № АТ 2460 АА
(VIN код Y7BA09312CB000159)
БОГДАН А-09201 № АТ 2311 АА
(VIN код Y6LA092105L000289)
",Івано-Франківська область,
 Івано-Франківськ,,,6345886957890515968,"[[48.53115, 25.03649], [48.9215, 24.70972]]",1,Коломия,,7302,17/2/2232 17.07.2020,Коломия -  Івано-Франківськ,"Mercedes-Benz 312 D-П18 № АТ 2663 АА
(VIN код WDB9034632Р963836)
А 09212 ""БОГДАН"" № АТ 2494 АА
(VIN код Y7ВA092127В000657)
",Івано-Франківська область,
 Івано-Франківськ,,,8402659202677311488,"[[48.53115, 25.03649], [48.9215, 24.70972]]",1,Коломия,,7303,15/2/1873 12.04.2018,Коломия -  Івано-Франківськ,"БОГДАН  А 0921 № АТ 1405 АА
(Y7BA092106B001970)
БОГДАН А-0921   № АТ 1406 АА
(VIN код Y7BA092106B002005)
",Івано-Франківська область,
 Івано-Франківськ,,,3662141022002237440,"[[48.53115, 25.03649], [48.9215, 24.70972]]",1,Коломия,,7304,16/2/2064 04.07.2019,Коломия -  Івано-Франківськ,"БОГДАН 0921 № АТ 1406 АА
(VIN код Y7BA092106B002005)
БОГДАН 09214 № АТ 1464 АА
(VIN код Y7BA092147B002088)
",Івано-Франківська область,
Коломия,,,2626406982236460544,"[[48.9215, 24.70972], [48.53115, 25.03649]]",1,Івано-Франківськ,,7305,16/2/2067 04.07.2019,Івано-Франківськ - Коломия,"БОГДАН А-09212 № АТ 1850 АА
(VIN код Y7ВА092128В001944)
",Івано-Франківська область,
 Івано-Франківськ,,,1362574249468639488,"[[48.4836177, 25.0882093], [48.9215, 24.70972]]",1,Грушів,,7307,16/2/2010 16.03.2019,Грушів -  Івано-Франківськ,"Mercedes- 814 D № АТ 0146 ВС
(VIN код WDB6703731N066841)
",Івано-Франківська область,
 Івано-Франківськ,,,3033193445187883008,"[[48.80811, 25.0037], [48.9215, 24.70972]]",1,Королівка,,7309,14/2/2065 04.07.2019,Королівка -  Івано-Франківськ,"ХАЗ 3250.23  № АТ 2124 АА
(VIN код Y6R32502370000001)
",Івано-Франківська область,
 Івано-Франківськ,,,8866688649356939264,"[[48.64407, 25.04583], [48.9215, 24.70972]]",1,Ліски,,7310,16/2/2014 16.03.2019,Ліски -  Івано-Франківськ,"БАЗ А079.04 №  АТ 2653 АА
(VIN код  Y7FA0790440000296, 38122335L78122)
",Івано-Франківська область,
" Івано-Франківськ
",,,9124719353378696192,"[[48.5266376, 24.8386097], [48.9215, 24.70972]]",1,Молодятин,,7312,15/2/1913 31.07.2018,"Молодятин -  Івано-Франківськ
","Богдан А 09212 № АТ 1086 АА
(Y7BA092128B002082)
",Івано-Франківська область,
 Івано-Франківськ,,,7374539967071563776,"[[48.51551, 24.89423], [48.9215, 24.70972]]",1,Печеніжин,,7313,16/2/2015 16.03.2019,Печеніжин -  Івано-Франківськ,"Богдан А-09214 № АТ 1118 АМ
(VIN код Y7BA092148B002639)
Мercedes-Benz 614 D-Пе № АТ 2420 АА
(VIN код WDB6683531N094717)
Mercedes Sprint 413 CDI № АТ 3383 ВВ
(VIN код WDB9046631R169457)
",Івано-Франківська область,
 Івано-Франківськ,,,8347600022328480768,"[[48.5605304, 25.1757868], [48.9215, 24.70972]]",1,Підгайчики,,7314,"15/2/1874 12.04.2018
 
",Підгайчики -  Івано-Франківськ,"БОГДАН А-09212 № АТ 0659 АА
(Y7BA092127B000189)
TOYOTA Coaster   № АТ 2361 АА
(VIN код JTGFB518251013455)
",Івано-Франківська область,
 Івано-Франківськ,,,9117458244704354304,"[[48.4801831, 24.8670651], [48.9215, 24.70972]]",1,Рунгури,,7315,17/2/2233 17.07.2020,Рунгури -  Івано-Франківськ,"БОГДАН А-09212  № АТ 1944 АА
(VIN код Y7BA092128B002067)
БАЗ А079.19  № АТ 1261 АА
(VIN код Y7FA0791970003499, 38122575L716)
",Івано-Франківська область,
 Івано-Франківськ,,,5356876736535483392,"[[48.44692, 25.56937], [48.9215, 24.70972]]",1,Снятин,,7317,15/2/1923 31.07.2018,Снятин -  Івано-Франківськ,"Богдан А-0921 № АТ 2129 ВЕ
(VIN код Y6LA092115L000425)
БАЗ А079.25 № ВО 6525 АТ
(VIN код Y7FA07925A0007413)
Mercedes-Benz 0814 № АТ 4634 ВХ
(VIN код NMB37103213000276)
",Івано-Франківська область,
 Івано-Франківськ,,,587968329001351296,"[[48.42232, 24.76818], [48.9215, 24.70972]]",1,Баня Березів,,7320,15/2/1952 01.11.2018,Баня Березів -  Івано-Франківськ,"А 09212 Богдан № АТ 1748 АА
(VIN код Y7ВA092128В001765)
TOYOTA Coaster    № АТ 2361 АА
(VIN код JTGFB518251013455)
",Івано-Франківська область,
Великий Рожен,,,1576413528592852736,"[[48.9215, 24.70972], [48.2154422, 25.0362842]]",1,Івано-Франківськ,,7321,16/2/2068 04.07.2019,Івано-Франківськ - Великий Рожен,"БАЗ А079.19 № АТ 2344 АА
(VIN код Y7FA0791960002229)
БАЗ А079.23 № АТ 1633 АА
(VIN код Y7FA0792360002307, 38122365L72558)
БАЗ А079.24 № АТ 1095 АА
(VIN код Y7FA0792470003120, 38122575L70642)
",Івано-Франківська область,
 Івано-Франківськ,,,1165831975624996608,"[[48.2154422, 25.0362842], [48.9215, 24.70972]]",1,Великий Рожен,,7322,16/2/2017 16.03.2019,Великий Рожен -  Івано-Франківськ,"Mercedes-Benz 412 D № АТ 2455 ВМ
(VIN код  WDB9044631P732637)
",Івано-Франківська область,
 Івано-Франківськ,,,1165831975624996608,"[[48.31071, 25.09575], [48.9215, 24.70972]]",2,Косів,,7323,16/2/2069 04.07.2019,Косів -  Івано-Франківськ,"Mercedes- Srinter 312 D № СЕ 5954 ВB
(VIN код WDB9034631Р797580)
",Івано-Франківська область,
